TOKEN,NE-COARSE-LIT
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2392,2216,686,57/full/0/default.jpg",
as,O
",",O
Sir,O
",",O
you,O
have,O
appeared,O
on,O
the,O
stage,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2391,2257,680,53/full/0/default.jpg",
public,O
life,O
in,O
a,O
variety,O
of,O
situations,O
",",O
and,O
now,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2393,2295,680,51/full/0/default.jpg",
offer,O
yourself,O
as,O
a,O
candidate,O
for,O
the,O
Presi,O
-,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2390,2337,681,58/full/0/default.jpg",
drncy,O
",",O
you,O
will,O
please,O
excuse,O
the,O
liberty,O
I,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2391,2379,675,54/full/0/default.jpg",
take,O
to,O
investigate,O
a,O
character,O
",",O
which,O
",",O
from,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2390,2419,678,58/full/0/default.jpg",
a,O
false,O
opinion,O
of,O
",",O
your,O
country,O
may,O
perhitps,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2388,2458,464,45/full/0/default.jpg",
confide,O
her,O
dearest,O
interest,O
to,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2431,2499,636,57/full/0/default.jpg",
It,O
is,O
my,O
duty,O
",",O
as,O
it,O
is,O
my,O
wiffi,O
",",O
to,O
give,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2387,2540,677,57/full/0/default.jpg",
you,O
credit,O
for,O
every,O
great,O
or,O
good,O
quality,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2386,2580,682,54/full/0/default.jpg",
you,O
possess,O
",",O
and,O
to,O
speak,O
with,O
gratitude,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2385,2620,678,51/full/0/default.jpg",
any,O
services,O
you,O
have,O
rendered,O
America,B-loc
in,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2387,2661,676,56/full/0/default.jpg",
the,O
course,O
of,O
a,O
long,O
life,O
busied,O
with,O
public,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2383,2704,679,54/full/0/default.jpg",
cares,O
",",O
—,O
-,O
But,O
",",O
Sir,O
",",O
it,O
is,O
also,O
my,O
duty,O
to,O
speak,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2384,2742,678,54/full/0/default.jpg",
ot,O
those,O
other,O
qualities,O
of,O
your,O
',O
heart,O
and,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2385,2781,675,58/full/0/default.jpg",
mind,O
which,O
have,O
been,O
also,O
employed,O
in,O
the,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2384,2823,481,52/full/0/default.jpg",
national,O
ass.irs,O
of,O
our,O
country,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2424,2863,636,55/full/0/default.jpg",
Nature,O
",",O
Sir,O
",",O
in,O
profusion,O
",",O
gifted,O
you,O
witli,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2383,2903,677,55/full/0/default.jpg",
talents,O
",",O
a,O
brilliant,O
fancy,O
",",O
penetrating,O
genius,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2382,2942,679,54/full/0/default.jpg",
and,O
a,O
native,O
elegance,O
of,O
diction,O
",",O
combined,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2383,2983,676,61/full/0/default.jpg",
with,O
a,O
thirst,O
for,O
knowledge,O
",",O
formed,O
yqp,O
a,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2383,3024,676,56/full/0/default.jpg",
man,O
of,O
lea,O
rung,O
and,O
taste,O
",",O
well,O
acquainted,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2382,3064,678,56/full/0/default.jpg",
with,O
the,O
classics,O
",",O
deeply,O
read,O
in,O
the,O
philoso,O
-,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2380,3105,678,52/full/0/default.jpg",
phy,O
of,O
natural,O
history,O
",",O
observant,O
of,O
men,O
and,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2381,3146,676,54/full/0/default.jpg",
things,O
",",O
and,O
attentive,O
in,O
theory,O
to,O
political,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2378,3188,682,52/full/0/default.jpg",
concerns,O
.,O
But,O
",",O
to,O
balance,O
tin,O
fe,O
singular,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2377,3225,680,53/full/0/default.jpg",
favors,O
",",O
stie,O
denied,O
you,O
others,O
",",O
which,O
",",O
to,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2378,3268,679,54/full/0/default.jpg",
“,O
move,O
in,O
the,O
tempestuous,O
sea,O
of,O
liberty,O
",",O
"""",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2378,3307,681,51/full/0/default.jpg",
or,O
guide,O
the,O
helm,O
of,O
a,O
great,O
nation,O
",",O
are,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2378,3349,679,55/full/0/default.jpg",
more,O
utility,O
and,O
absolutely,O
indispensable,O
.,O
—,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2379,3387,676,46/full/0/default.jpg",
Your,O
fortitude,O
has,O
been,O
often,O
tried,O
and,O
found,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2376,3429,677,48/full/0/default.jpg",
unequal,O
to,O
the,O
talk,O
—,O
much,O
less,O
arduous,O
than,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2375,3469,680,52/full/0/default.jpg",
the,O
one,O
you,O
are,O
fa,O
indefatigably,O
striving,O
to,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2375,3508,680,51/full/0/default.jpg",
impose,O
on,O
yourself,O
;,O
",",O
your,O
mind,O
is,O
fitted,O
for,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2375,3548,680,54/full/0/default.jpg",
a,O
sedentary,O
life,O
",",O
and,O
in,O
your,O
closet,O
you,O
may,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2376,3588,681,52/full/0/default.jpg",
study,O
",",O
with,O
honor,O
to,O
yourself,O
",",O
the,O
works,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2375,3629,676,52/full/0/default.jpg",
Nature,O
;,O
but,O
the,O
fatigues,O
",",O
perseverance,O
and,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2374,3669,680,52/full/0/default.jpg",
firm,O
Mnper,O
",",O
nectssiry,O
in,O
an,O
Executive,O
sta,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2374,3710,677,44/full/0/default.jpg",
tion,O
",",O
would,O
wear,O
out,O
the,O
remains,O
of,O
those,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2371,3750,680,53/full/0/default.jpg",
delicate,O
nerves,O
which,O
have,O
on,O
former,O
occa,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2372,3791,682,53/full/0/default.jpg",
sions,O
so,O
often,O
shrunk,O
from,O
the,O
approach,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2371,3831,680,53/full/0/default.jpg",
danger,O
",",O
and,O
rendered,O
an,O
enlightened,O
under,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2371,3871,676,54/full/0/default.jpg",
standing,O
useless,O
to,O
its,O
possessor,O
and,O
injurious,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2371,3913,678,52/full/0/default.jpg",
to,O
his,O
country,O
.,O
Let,O
me,O
conjure,O
you,O
",",O
Sir,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2369,3954,682,51/full/0/default.jpg",
to,O
call,O
to,O
your,O
remembrance,O
the,O
history,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2369,3994,678,51/full/0/default.jpg",
your,O
political,O
life,O
",",O
and,O
from,O
a,O
regard,O
to,O
your,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2368,4034,681,51/full/0/default.jpg",
peace,O
and,O
reputation,O
",",O
not,O
involve,O
yourself,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2368,4071,676,54/full/0/default.jpg",
in,O
that,O
disgrace,O
which,O
must,O
inevitably,O
attend,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2366,4117,678,48/full/0/default.jpg",
your,O
acceptance,O
of,O
the,O
Presidency,O
.,O
You,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2367,4154,677,50/full/0/default.jpg",
have,O
been,O
",",O
Sir,O
",",O
a,O
Governor,O
",",O
an,O
Ambassador,O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2363,4192,677,52/full/0/default.jpg",
and,O
a,O
Secretary,O
of,O
State,O
",",O
and,O
had,O
to,O
desert,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2362,4235,684,50/full/0/default.jpg",
each,O
of,O
these,O
posts,O
",",O
from,O
that,O
weakness,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2364,4277,678,51/full/0/default.jpg",
nerves,O
",",O
want,O
of,O
fortitude,O
and,O
total,O
imbecility,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2361,4314,679,52/full/0/default.jpg",
of,O
character,O
",",O
which,O
have,O
marked,O
your,O
whole,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2363,4356,678,52/full/0/default.jpg",
political,O
carier,O
",",O
and,O
most,O
probably,O
will,O
at,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2362,4395,684,51/full/0/default.jpg",
tend,O
you,O
to,O
your,O
grave,O
.,O
Remember,O
",",O
Sir,O
",",O
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2360,4437,677,51/full/0/default.jpg",
all,O
the,O
services,O
youevei,O
rendered,O
your,O
coun,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2360,4478,678,50/full/0/default.jpg",
try,O
were,O
of,O
the,O
literary,O
kind—The,O
Declara,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2360,4517,679,51/full/0/default.jpg",
tion,O
of,O
Independence,O
was,O
penned,O
in,O
",",O
your,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2357,4558,678,51/full/0/default.jpg",
closet,O
",",O
where,O
you,O
were,O
perfectly,O
secure,O
;,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2358,4598,678,52/full/0/default.jpg",
but,O
I,O
do,O
not,O
recollect,O
that,O
you,O
supported,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2357,4639,680,51/full/0/default.jpg",
that,O
Declaration,O
by,O
any,O
extraordinary,O
exer,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2358,4679,677,51/full/0/default.jpg",
tion,O
",",O
or,O
by,O
exposing,O
yourself,O
to,O
any,O
immi,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2356,4720,679,49/full/0/default.jpg",
nent,O
danger,O
.,O
When,O
Governor,O
-,O
os,O
Virginia,B-loc
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2358,4760,676,49/full/0/default.jpg",
you,O
sled,O
from,O
your,O
state,O
because,O
a,O
storm,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2355,4801,680,51/full/0/default.jpg",
was,O
gathering,O
",",O
and,O
declined,O
a,O
foreign,O
appoint,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2354,4842,680,49/full/0/default.jpg",
ment,O
by,O
Congress,O
.,O
A,O
;,O
the,O
danger,O
was,O
visi,O
-,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2353,4882,682,49/full/0/default.jpg",
ble,O
",",O
you,O
acted,O
consistently,O
with,O
your,O
chr,O
-,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2354,4923,679,51/full/0/default.jpg",
racter,O
",",O
but,O
surely,O
did,O
liot,O
display,O
either,O
much,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2352,4962,341,45/full/0/default.jpg",
firmness,O
or,O
patriotism,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2394,5005,642,44/full/0/default.jpg",
But,O
",",O
Sir,O
",",O
weakness,O
of,O
nerves,O
and,O
want,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2351,5044,679,54/full/0/default.jpg",
fortitude,O
are,O
nayiral,O
defects—they,O
are,O
not,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2352,5085,677,50/full/0/default.jpg",
faults,O
of,O
your,O
own—tho,O
’,O
were,O
you,O
",",O
con,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2353,5125,678,50/full/0/default.jpg",
scious,O
of,O
your,O
desects,O
",",O
to,O
accept,O
the,O
impor,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2351,5166,677,49/full/0/default.jpg",
tant,O
office,O
of,O
President,O
",",O
when,O
the,O
liberty,O
and,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2353,5207,677,50/full/0/default.jpg",
rights,O
of,O
millions,O
and,O
the,O
happiness,O
of,O
your,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2351,5247,678,51/full/0/default.jpg",
country,O
are,O
depending,O
",",O
it,O
would,O
th,O
my,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2349,5288,679,48/full/0/default.jpg",
opinion,O
",",O
amount,O
to,O
a,O
crime,O
.,O
But,O
I,O
will,O
no,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2349,5327,675,51/full/0/default.jpg",
longer,O
dwell,O
on,O
these,O
topics—In,O
my,O
next,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2349,5368,678,51/full/0/default.jpg",
letter,O
I,O
will,O
consider,O
you,O
as,O
the,O
htad,O
of,O
a,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2348,5408,682,49/full/0/default.jpg",
party,O
devoted,O
to,O
the,O
enemies,O
of,O
America,B-loc
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2348,5450,513,46/full/0/default.jpg",
and,O
a,O
party,O
created,O
for,O
her,O
ruin,O
.,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800070901%2F0003.jp2/2752,5498,237,33/full/0/default.jpg",
COLUMBUS,B-pers
.,O
# language = en,
# newspaper = sn84026272,
# date = 1800-10-16,
# document_id = sn84026272-1800-10-16-a-i0001,
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/1000,2322,510,42/full/0/default.jpg",
District,B-loc
of,I-loc
Pennsylvania,I-loc
to,O
wit,O
:,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/960,2373,693,68/full/0/default.jpg",
B,O
E,O
it,O
remembered,O
that,O
on,O
tshe,O
Tenth,O
day,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/1018,2410,631,37/full/0/default.jpg",
July,O
in,O
the,O
twenty,O
fif,O
-,O
.,O
h,O
year,O
of,O
the,O
Indepen,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/956,2446,694,31/full/0/default.jpg",
dence,O
of,O
the,O
United,B-loc
States,I-loc
of,I-loc
America,I-loc
",",O
Alexan,B-pers
¬,I-pers
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2481,691,37/full/0/default.jpg",
der,I-pers
Addison,I-pers
of,O
the,O
said,O
District,O
hath,O
deposited,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2518,691,35/full/0/default.jpg",
in,O
this,O
office,O
the,O
title,O
of,O
a,O
book,O
the,O
right,O
where,O
¬,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2554,692,36/full/0/default.jpg",
of,O
he,O
claims,O
as,O
Author,O
in,O
tha,O
words,O
following,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2589,692,38/full/0/default.jpg",
to,O
wit,O
",",O
“,O
Reports,O
of,O
cafes,O
in,O
the,O
County,O
courts,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2626,695,34/full/0/default.jpg",
of,O
the,O
Fifth,O
Circuit,O
and,O
in,O
the,O
High,O
Court,O
of,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/959,2661,691,38/full/0/default.jpg",
Errors,O
and,O
appeals,O
of,O
the,O
State,B-org
of,I-org
Pennsylvania,I-org
",",O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/957,2698,690,35/full/0/default.jpg",
and,O
charges,O
to,O
Grand,O
Juries,O
of,O
those,O
County,O
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2732,695,39/full/0/default.jpg",
Courts,O
.,O
By,O
Alexander,B-pers
Addison,I-pers
",",I-pers
President,I-pers
of,I-pers
"# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_ocicat_ver01%2Fdata%2Fsn84026272%2Fprint%2F1800101601%2F0001.jp2/958,2770,691,31/full/0/default.jpg",
the,I-pers
Courts,I-pers
of,I-pers
Common,I-pers
Pleas,I-pers
of,I-pers
me,I-pers
Fifth,I-pers
Cir,I-pers
¬,I-pers
